name,database,iterations,times,min,max,mean,median,std_dev,total
concurrent_1_medium,scylla,3,"[0.04136157035827637, 0.04377293586730957, 0.13550853729248047]",0.04136157035827637,0.13550853729248047,0.0735476811726888,0.04377293586730957,0.04382399981157723,0.2206430435180664
concurrent_1_medium,duckdb,3,"[0.8271350860595703, 0.8629286289215088, 0.955498456954956]",0.8271350860595703,0.955498456954956,0.8818540573120117,0.8629286289215088,0.05408584304436563,2.645562171936035
