name,database,iterations,times,min,max,mean,median,std_dev,total
aggregation_query_small,scylla,3,"[0.0685579776763916, 0.06969237327575684, 0.07567477226257324]",0.0685579776763916,0.07567477226257324,0.07130837440490723,0.06969237327575684,0.003122049116903574,0.21392512321472168
aggregation_query_small,duckdb,3,"[0.04659628868103027, 0.047987937927246094, 0.0508577823638916]",0.04659628868103027,0.0508577823638916,0.04848066965738932,0.047987937927246094,0.0017742924450203066,0.14544200897216797
