name,database,iterations,times,min,max,mean,median,std_dev,total
range_query_small,scylla,3,"[2.658076286315918, 2.600990056991577, 2.6673569679260254]",2.600990056991577,2.6673569679260254,2.642141103744507,2.658076286315918,0.029343815355578198,7.9264233112335205
range_query_small,duckdb,3,"[0.029468536376953125, 0.0353391170501709, 0.0359799861907959]",0.029468536376953125,0.0359799861907959,0.033595879872639976,0.0353391170501709,0.0029301765091762828,0.10078763961791992
